Staten Island Rolling Sales File.  All Sales From August 2012 - August 2013. ,,,,,,,,,,,,,,,,,,,,
Sales File as of 08/30/2013  Coop Sales Files as of 09/18/2013,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 09/06/13, Descriptive Data is as of 06/01/13",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3281, ,R3, 83 PIERPONT PLACE                         ,            ,10314,1,0,1,0,0,1981, 1 , R3 ,"$267,000",12/14/2012
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3286, ,R3, 58 BELMAR DRIVE WEST                      ,            ,10314,1,0,1,0,0,1981, 1 , R3 ,"$287,500",1/16/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3294, ,R3, 42 BELMAR DRIVE WEST                      ,            ,10314,1,0,1,0,0,1981, 1 , R3 ,"$310,000",4/18/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3309, ,R3, 71 PIERPONT PLACE                         ,            ,10314,1,0,1,0,0,1981, 1 , R3 ,$0,6/28/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3340, ,R3, 26 BELMAR DRIVE EAST                      ,            ,10314,1,0,1,0,0,1981, 1 , R3 ,"$290,000",3/12/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,3373, ,R3, 12 BELMAR DRIVE EAST                      ,A           ,10314,1,0,1,0,0,1981, 1 , R3 ,"$275,000",8/6/2012
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,4012, ,R3, 433 WINDHAM LOOP                          ,            ,10314,1,0,1,0,0,1979, 1 , R3 ,"$335,000",5/20/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,4026, ,R3, 351 WINDHAM LOOP                          ,            ,10314,1,0,1,0,0,1979, 1 , R3 ,"$128,295",8/2/2012
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,4049, ,R3, 386 WINDHAM LOOP                          ,            ,10314,1,0,1,0,0,1979, 1 , R3 ,$0,5/22/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,5053, ,R3, 85 ELMWOOD PARK DRIVE                     ,21,10314,1,0,1,0,0,1985, 1 , R3 ,"$310,859",6/14/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,5055, ,R3, 85 ELMWOOD PARK DRIVE                     ,23,10314,1,0,1,0,0,1985, 1 , R3 ,"$91,250",2/13/2013
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,5309, ,R3, 23 ARIELLE LANE                           ,109,10314,1,0,1,0,0,1988, 1 , R3 ,$0,11/19/2012
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,5310, ,R3, 23A ARIELLE LANE                          ,110,10314,1,0,1,0,0,1988, 1 , R3 ,$0,11/19/2012
5,NEW SPRINGVILLE          ,04  TAX CLASS 1 CONDOS                      ,1A,2450,5351, ,R3, 22 GREGORY LANE                           ,151,10314,1,0,1,0,0,1988, 1 , R3 ,"$265,000",8/22/2012
5,NEW SPRINGVILLE          ,05  TAX CLASS 1 VACANT LAND                 ,1B,2000,7, ,V0, 1089 ROCKLAND AVENUE                      ,            ,10314,0,1,1,"326,700",0,1962, 1 , V0 ,"$11,000,000",4/20/2013
5,NEW SPRINGVILLE          ,05  TAX CLASS 1 VACANT LAND                 ,1B,2000,7, ,V0, 1089 ROCKLAND AVENUE                      ,            ,10314,0,1,1,"326,700",0,1962, 1 , V0 ,$0,10/23/2012
5,NEW SPRINGVILLE          ,05  TAX CLASS 1 VACANT LAND                 ,1B,2410,316, ,V0, RICHMOND HILL ROAD                        ,            ,10314,0,0,0,"14,280",0,0, 1 , V0 ,$0,12/24/2012
5,NEW SPRINGVILLE          ,05  TAX CLASS 1 VACANT LAND                 ,1B,2450,85, ,V0, ESSEX DRIVE                               ,            ,10314,0,0,0,"34,500",0,0, 1 , V0 ,$0,12/24/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1003, ,R2, 1284 ROCKLAND AVENUE                      ,1C          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$22,500",5/31/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1006, ,R2, 1284 ROCKLAND AVENUE                      ,2B          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$28,730",2/22/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1015, ,R2, 1286 ROCKLAND AVENUE                      ,2G          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$29,133",3/28/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1017, ,R2, 1288 ROCKLAND AVENUE                      ,1A          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$210,000",12/11/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1021, ,R2, 1288 ROCKLAND AVENUE                      ,2A          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$215,982",8/24/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1045, ,R2, 1294 ROCKLAND AVENUE                      ,2A          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$220,000",11/7/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1063, ,R2, 1298 ROCKLAND AVENUE                      ,2G          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$24,638",10/4/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1077, ,R2, 1302 ROCKLAND AVENUE                      ,2E          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$150,000",3/26/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1078, ,R2, 1302 ROCKLAND AVENUE                      ,2F          ,10314,1,0,1,0,0,1973, 2 , R2 ,$0,10/15/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2360,1094, ,R2, 1306 ROCKLAND AVENUE                      ,2B          ,10314,1,0,1,0,0,1973, 2 , R2 ,"$219,022",8/20/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1002, ,R2, 9 GADSEN PLACE                            ,1B          ,10314,1,0,1,0,0,1974, 2 , R2 ,$0,11/9/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1024, ,R2, 15 GADSEN PLACE                           ,2D          ,10314,1,0,1,0,0,1974, 2 , R2 ,$0,11/28/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1047, ,R2, 21 GADSEN PLACE                           ,2C          ,10314,1,0,1,0,0,1974, 2 , R2 ,$0,4/15/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1060, ,R2, 25 GADSEN PLACE                           ,2B          ,10314,1,0,1,0,0,1974, 2 , R2 ,"$24,700",5/15/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1073, ,R2, 29 GADSEN PLACE                           ,1C          ,10314,1,0,1,0,0,1974, 2 , R2 ,$0,7/11/2013
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1075, ,R2, 29 GADSEN PLACE                           ,2A          ,10314,1,0,1,0,0,1974, 2 , R2 ,"$215,982",9/9/2012
5,NEW SPRINGVILLE          ,12  CONDOS - WALKUP APARTMENTS              ,2,2363,1076, ,R2, 29 GADSEN PLACE                           ,2B          ,10314,1,0,1,0,0,1974, 2 , R2 ,"$24,638",2/22/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2400,1055, ,R4, 80 RICHMOND HILL ROAD                     ,4E          ,10314,1,0,1,0,0,1988, 2 , R4 ,$1,9/6/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1611, ,R4, 2 ELMWOOD PARK DRIVE                      ,111,10314,1,0,1,0,0,1983, 2 , R4 ,"$170,000",3/12/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1629, ,R4, 2 ELMWOOD PARK DRIVE                      ,202,10314,1,0,1,0,0,1983, 2 , R4 ,"$170,500",7/22/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1658, ,R4, 2 ELMWOOD PARK DRIVE                      ,302,10314,1,0,1,0,0,1983, 2 , R4 ,"$205,000",10/15/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1667, ,R4, 2 ELMWOOD PARK DRIVE                      ,311,10314,1,0,1,0,0,1983, 2 , R4 ,"$195,700",8/6/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1668, ,R4, 2 ELMWOOD PARK DRIVE                      ,312,10314,1,0,1,0,0,1983, 2 , R4 ,"$162,500",4/18/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1676, ,R4, 2 ELMWOOD PARK DRIVE                      ,320,10314,1,0,1,0,0,1983, 2 , R4 ,"$105,420",5/3/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1679, ,R4, 2 ELMWOOD PARK DRIVE                      ,323,10314,1,0,1,0,0,1983, 2 , R4 ,"$200,000",6/13/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1716, ,R4, 2 ELMWOOD PARK DRIVE                      ,502,10314,1,0,1,0,0,1983, 2 , R4 ,"$183,000",4/16/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1759, ,R4, 2 ELMWOOD PARK DRIVE                      ,616,10314,1,0,1,0,0,1983, 2 , R4 ,$0,7/1/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1762, ,R4, 2 ELMWOOD PARK DRIVE                      ,702,10314,1,0,1,0,0,1983, 2 , R4 ,$0,6/19/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,1771, ,R4, 2 ELMWOOD PARK DRIVE                      ,711,10314,1,0,1,0,0,1983, 2 , R4 ,$0,4/24/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2003, ,R4, 5 WINDHAM LOOP                            ,1C          ,10314,1,0,1,0,0,1979, 2 , R4 ,"$215,000",11/29/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2026, ,R4, 5 WINDHAM LOOP                            ,2A          ,10314,1,0,1,0,0,1979, 2 , R4 ,"$182,500",1/31/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2034, ,R4, 5 WINDHAM LOOP                            ,2I          ,10314,1,0,1,0,0,1979, 2 , R4 ,$0,8/20/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2039, ,R4, 11 WINDHAM LOOP                           ,2BB         ,10314,1,0,1,0,0,1979, 2 , R4 ,"$82,500",2/13/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2055, ,R4, 5 WINDHAM LOOP                            ,3D          ,10314,1,0,1,0,0,1979, 2 , R4 ,$0,3/29/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2055, ,R4, 5 WINDHAM LOOP                            ,3D          ,10314,1,0,1,0,0,1979, 2 , R4 ,$0,3/27/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2057, ,R4, 5 WINDHAM LOOP                            ,3F          ,10314,1,0,1,0,0,1979, 2 , R4 ,"$170,000",2/21/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2089, ,R4, 5 WINDHAM LOOP                            ,4J          ,10314,1,0,1,0,0,1979, 2 , R4 ,"$285,000",6/13/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2094, ,R4, 11 WINDHAM LOOP                           ,4AA         ,10314,1,0,1,0,0,1979, 2 , R4 ,"$300,000",5/9/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2116, ,R4, 5 WINDHAM LOOP                            ,5I          ,10314,1,0,1,0,0,1979, 2 , R4 ,"$200,000",1/8/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2450,2127, ,R4, 11 WINDHAM LOOP                           ,5FF         ,10314,1,0,1,0,0,1979, 2 , R4 ,"$186,000",10/22/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,1007, ,R4, 95 ESSEX DRIVE                            ,1H          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$282,500",12/3/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,1016, ,R4, 95 ESSEX DRIVE                            ,3A          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$280,000",4/30/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,1023, ,R4, 95 ESSEX DRIVE                            ,3H          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$247,500",3/14/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,2006, ,R4, 75 ESSEX DRIVE                            ,1F          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$270,000",8/17/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,2025, ,R4, 75 ESSEX DRIVE                            ,4A          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$263,000",4/25/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,3009, ,R4, 40 WELLINGTON COURT                       ,2A          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$250,000",7/12/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,3030, ,R4, 40 WELLINGTON COURT                       ,4G          ,10314,1,0,1,0,0,1988, 2 , R4 ,$0,7/31/2013
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2451,4003, ,R4, 120 WELLINGTON COURT                      ,1C          ,10314,1,0,1,0,0,1988, 2 , R4 ,"$172,500",10/9/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2452,1025, ,R4, 41 WELLINGTON COURT                       ,3G          ,10314,1,0,1,0,0,1987, 2 , R4 ,$0,11/16/2012
5,NEW SPRINGVILLE          ,13  CONDOS - ELEVATOR APARTMENTS            ,2,2452,1126, ,R4, 121 WELLINGTON COURT                      ,2J          ,10314,1,0,1,0,0,1987, 2 , R4 ,"$183,000",11/21/2012
5,NEW SPRINGVILLE          ,22  STORE BUILDINGS                         ,4,2380,80, ,K2, 2259 RICHMOND AVENUE                      ,            ,10314,0,2,2,"16,008","2,810",1940, 4 , K2 ,$0,6/7/2013
5,NEW SPRINGVILLE          ,33  EDUCATIONAL FACILITIES                  ,4,2375,128, ,W8, 85 MONAHAN AVENUE                         ,            ,10314,0,1,1,"6,596","4,820",1983, 4 , W8 ,$0,11/12/2012
5,NEW SPRINGVILLE          ,33  EDUCATIONAL FACILITIES                  ,4,2450,320, ,W1, 100 ESSEX DRIVE                           ,            ,10314,0,1,1,"524,239","195,395",2006, 4 , W1 ,$0,12/24/2012
5,NEW SPRINGVILLE          ,36  OUTDOOR RECREATIONAL FACILITIES         ,1B,2000,7, ,V0, 1089 ROCKLAND AVENUE                      ,            ,10314,0,1,1,"326,700",0,1962, 4 , Q3 ,$0,8/22/2012
5,NEW SPRINGVILLE          ,36  OUTDOOR RECREATIONAL FACILITIES         ,1B,2000,7, ,V0, 1089 ROCKLAND AVENUE                      ,            ,10314,0,1,1,"326,700",0,1962, 4 , Q3 ,$0,8/22/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4262,19, ,A5, 42 FARRELL COURT                          ,            ,10306,1,0,1,"1,436","1,800",1994, 1 , A5 ,"$347,000",12/18/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4262,44, ,A5, 20 ERWIN COURT                            ,            ,10306,1,0,1,"1,613","1,685",2001, 1 , A5 ,"$370,000",4/25/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4262,53, ,A5, 17 ERWIN COURT                            ,            ,10306,1,0,1,"1,378","1,685",2001, 1 , A5 ,"$355,000",4/30/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4266,38, ,A2, 115 OAK AVENUE                            ,            ,10306,1,0,1,"7,548","1,032",1960, 1 , A2 ,$10,6/18/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4271,27, ,A2, 91 PETER AVENUE                           ,            ,10306,1,0,1,"5,600","1,144",1960, 1 , A2 ,"$400,000",10/25/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4271,50, ,A2, 338 8 STREET                              ,            ,10306,1,0,1,"4,250","1,104",1960, 1 , A2 ,$0,12/18/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4274,65, ,A2, 356 8 STREET                              ,            ,10306,1,0,1,"3,720","1,050",1960, 1 , A2 ,"$395,000",8/10/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4278,44, ,A2, 510 TYSENS LANE                           ,            ,10306,1,0,1,"8,600","1,196",1960, 1 , A2 ,"$100,000",3/26/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4286,8, ,A1, 115 GUYON AVENUE                          ,            ,10306,1,0,1,"4,000","2,316",1975, 1 , A1 ,"$530,000",7/16/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4286,36, ,A1, 23 ACORN STREET                           ,            ,10306,1,0,1,"5,300","1,176",1955, 1 , A1 ,"$150,000",5/24/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4287,14, ,A1, 26 ACORN STREET                           ,            ,10306,1,0,1,"5,450",487,1945, 1 , A1 ,"$408,100",4/12/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4287,19, ,A1, 16 ACORN STREET                           ,            ,10306,1,0,1,"5,000",942,1930, 1 , A1 ,"$400,000",5/8/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4288,1, ,A1, 163 ISABELLA AVENUE                       ,            ,10306,1,0,1,"5,400","1,952",1935, 1 , A1 ,"$520,500",5/31/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4291,36, ,A1, 55 WHITEHALL STREET                       ,            ,10306,1,0,1,"10,000",830,1960, 1 , A1 ,"$655,000",8/30/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4292,17, ,A2, 224 OAK AVENUE                            ,            ,10306,1,0,1,"6,900",820,1950, 1 , A2 ,$0,12/18/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4293,10, ,A2, 193 GUYON AVENUE                          ,            ,10306,1,0,1,"5,000","1,110",1945, 1 , A2 ,$0,9/6/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4293,35, ,A2, 57 ELMIRA STREET                          ,            ,10306,1,0,1,"4,800",836,1955, 1 , A2 ,$0,9/20/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4301,28, ,S1, 2965 HYLAN BOULEVARD                      ,            ,10306,1,1,2,"4,400","1,680",1993, 1 , S1 ,"$360,000",12/6/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4657,166, ,A5, 1969 SOUTH RAILROAD AVE                   ,            ,10306,1,0,1,"1,300","1,232",1990, 1 , A5 ,"$270,000",11/28/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4660,5, ,A1, 160 GUYON AVENUE                          ,            ,10306,1,0,1,"5,350","2,250",2010, 1 , A1 ,"$775,000",7/1/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4660,39, ,A2, 90 TARRING STREET                         ,            ,10306,1,0,1,"5,050","1,164",1960, 1 , A2 ,"$409,000",7/12/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4660,39, ,A2, 90 TARRING STREET                         ,            ,10306,1,0,1,"5,050","1,164",1960, 1 , A2 ,$0,1/25/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4661,31, ,A2, 106 LEEDS STREET                          ,            ,10306,1,0,1,"3,325",880,1940, 1 , A2 ,"$355,000",1/24/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4662,16, ,A1, 99 ELMIRA STREET                          ,            ,10306,1,0,1,"3,742","1,456",1960, 1 , A1 ,$0,1/28/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4662,23, ,A1, 113 ELMIRA STREET                         ,            ,10306,1,0,1,"2,700","1,800",1992, 1 , A1 ,$0,10/11/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4672,1, ,A1, 526 PENDALE STREET                        ,            ,10306,1,0,1,"4,399","2,622",2011, 1 , A1 ,"$600,767",10/23/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4672,29, ,A5, 39 BROOK AVENUE                           ,            ,10306,1,0,1,"1,274","1,344",1994, 1 , A5 ,"$378,000",3/12/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4705,151, ,A1, 130 ADELAIDE AVENUE                       ,            ,10306,1,0,1,"2,200","1,342",2011, 1 , A1 ,"$546,800",4/25/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4707,18, ,A2, 215 MONTREAL AVENUE                       ,            ,10306,1,0,1,"6,000","1,056",1955, 1 , A2 ,$0,11/14/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4708,52, ,A2, 224 MONTREAL AVENUE                       ,            ,10306,1,0,1,"7,000","1,072",1955, 1 , A2 ,"$400,000",1/15/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4709,66, ,A2, 166 FAIRBANKS AVENUE                      ,            ,10306,1,0,1,"5,000",900,1957, 1 , A2 ,$0,2/20/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4712,45, ,A2, 184 FAIRBANKS AVENUE                      ,            ,10306,1,0,1,"4,700",864,1960, 1 , A2 ,"$410,000",9/20/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4712,50, ,A2, 194 FAIRBANKS AVENUE                      ,            ,10306,1,0,1,"4,000",864,1960, 1 , A2 ,"$202,500",8/8/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4713,33, ,A2, 201 FAIRBANKS AVENUE                      ,            ,10306,1,0,1,"4,142",960,1965, 1 , A2 ,$0,4/30/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4713,51, ,A2, 276 MONTREAL AVENUE                       ,            ,10306,1,0,1,"4,000",864,1960, 1 , A2 ,$0,3/18/2013
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4716,16, ,A2, 135 CHAMPLAIN AVENUE                      ,            ,10306,1,0,1,"4,650","1,418",1955, 1 , A2 ,"$480,000",10/24/2012
5,OAKWOOD                  ,01  ONE FAMILY HOMES                        ,1,4716,43, ,A2, 83 CHAMPLAIN AVENUE                       ,            ,10306,1,0,1,"6,000",960,1955, 1 , A2 ,"$510,000",6/5/2013
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4268,40, ,B2, 30 PENN AVENUE                            ,            ,10306,2,0,2,"4,300","1,836",1960, 1 , B2 ,$0,11/9/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4269,1, ,B2, 45 PENN AVENUE                            ,            ,10306,2,0,2,"4,600","1,796",1960, 1 , B2 ,"$500,000",3/28/2013
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4269,10, ,B2, 29 PENN AVENUE                            ,            ,10306,2,0,2,"4,500","1,796",1955, 1 , B2 ,$0,3/30/2013
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4272,10, ,B2, 432 TYSENS LANE                           ,            ,10306,2,0,2,"4,200","1,850",1960, 1 , B2 ,$0,12/6/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4272,40, ,B2, 637 CLAWSON STREET                        ,            ,10306,2,0,2,"3,624","1,800",1998, 1 , B2 ,$0,8/16/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4273,18, ,B2, 138 PENN AVENUE                           ,            ,10306,2,0,2,"5,200","2,048",1960, 1 , B2 ,"$513,000",5/16/2013
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4273,61, ,B2, 129 PETER AVENUE                          ,            ,10306,2,0,2,"5,250","2,048",1960, 1 , B2 ,$0,12/19/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4700,6, ,B2, 111 MONTREAL AVENUE                       ,            ,10306,2,0,2,"4,000","2,150",1950, 1 , B2 ,"$262,500",9/5/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4715,34, ,B2, 95 MALONE AVENUE                          ,            ,10306,2,0,2,"4,000","1,920",1960, 1 , B2 ,"$470,000",9/7/2012
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4715,36, ,B2, 91 MALONE AVENUE                          ,            ,10306,2,0,2,"4,000","1,920",1960, 1 , B2 ,"$490,000",4/25/2013
5,OAKWOOD                  ,02  TWO FAMILY HOMES                        ,1,4715,36, ,B2, 91 MALONE AVENUE                          ,            ,10306,2,0,2,"4,000","1,920",1960, 1 , B2 ,$0,10/1/2012
5,OAKWOOD                  ,06  TAX CLASS 1 - OTHER                     ,1,4265,78, ,G0, 140 CEDARVIEW AVENUE                      ,            ,10306,0,0,0,"1,950",0,1800, 1 , G0 ,"$625,000",12/28/2012
5,OAKWOOD                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,4265,79, ,C3, 140A CEDARVIEW AVENUE                     ,            ,10306,4,0,4,"3,900","2,904",1939, 2 , C3 ,$0,12/28/2012
